,id,yr_sold,garage_area,year_built,full_bath,year_remod/add,fireplaces,overall_cond,lot_area,lot_frontage,neighborhood,bldg_type,kitchen_qual,saleprice
946,246,2010,528,1987,1,1987,2,5,11980,83,SawyerW,1Fam,Gd,270000
947,802,2009,612,1983,1,2009,1,8,12327,79,SawyerW,1Fam,Gd,316600
948,1404,2008,312,1959,1,2006,1,7,11512,124,Edwards,1Fam,Ex,177000
949,803,2009,701,1990,2,1991,1,7,14684,90,SawyerW,1Fam,Gd,271900
950,1595,2008,336,1976,1,1976,1,6,2665,0,MeadowV,TwnhsE,TA,115000
951,1319,2008,0,1872,2,1987,0,5,5250,50,OldTown,1Fam,TA,122000
952,2231,2007,691,1986,2,1986,1,5,18044,70,Crawfor,1Fam,Gd,315000
953,2162,2007,639,2006,2,2006,0,5,9245,79,CollgCr,1Fam,Gd,213500
954,2622,2006,625,1950,1,1950,0,7,7200,60,NAmes,1Fam,TA,109500
955,1300,2008,250,1948,1,1950,0,5,6000,50,OldTown,1Fam,TA,115000
956,2505,2006,588,2004,1,2004,1,5,3628,34,Somerst,TwnhsE,Gd,176400
957,582,2009,462,1968,2,1968,1,7,9156,0,NWAmes,1Fam,Gd,185750
958,1458,2008,660,1999,2,2000,2,5,9066,73,CollgCr,1Fam,Gd,230000
959,281,2010,0,1958,1,1958,0,5,6410,64,Edwards,1Fam,TA,90000
960,1499,2008,1418,2008,2,2008,3,5,63887,313,Edwards,1Fam,Ex,160000
961,2298,2007,624,1970,1,1970,0,7,7244,54,Mitchel,1Fam,TA,129500
962,2580,2006,353,1956,1,1994,1,6,10152,72,NAmes,1Fam,TA,153000
963,568,2009,528,2009,2,2009,0,5,3000,30,Somerst,TwnhsE,Gd,173733
964,1807,2007,0,2006,1,2007,0,5,7500,63,SawyerW,1Fam,TA,146000
965,129,2010,470,1949,2,1950,1,6,17360,120,NAmes,1Fam,TA,172500
966,2294,2007,528,1977,2,1977,1,6,15957,0,Mitchel,1Fam,TA,188000
967,1860,2007,460,1976,2,1976,1,8,9600,80,Veenker,1Fam,TA,181500
968,839,2009,550,1996,2,1996,1,6,10667,43,CollgCr,1Fam,Gd,212000
969,2349,2006,482,1978,2,1978,1,5,10530,81,NWAmes,1Fam,TA,188900
970,1903,2007,0,1946,1,1950,0,3,5000,50,BrkSide,1Fam,Gd,64500
971,234,2010,522,1978,2,1992,1,5,17082,0,ClearCr,1Fam,Gd,230000
972,2172,2007,576,1925,1,1950,1,6,16287,74,Edwards,1Fam,TA,122000
973,2588,2006,319,1956,1,1956,1,5,11050,65,NAmes,1Fam,TA,133500
974,1289,2008,520,1920,2,1950,2,7,10440,60,OldTown,1Fam,TA,256000
975,1596,2008,336,1976,2,1976,1,7,2665,41,MeadowV,TwnhsE,TA,129500
976,264,2010,850,2003,2,2003,1,5,10389,80,CollgCr,1Fam,Gd,318000
977,451,2009,871,2006,2,2006,1,5,9658,70,NridgHt,1Fam,Gd,255900
978,536,2009,0,2004,1,2004,0,5,7500,63,SawyerW,1Fam,Gd,143500
979,43,2010,678,2005,2,2006,1,5,14122,79,NridgHt,1Fam,Ex,259000
980,2223,2007,450,1953,2,1953,2,5,21000,0,Crawfor,1Fam,Gd,217000
981,2009,2007,440,1923,1,1950,1,7,8737,70,BrkSide,1Fam,TA,210000
982,394,2009,902,1970,1,1970,0,6,8750,0,NAmes,1Fam,TA,148500
983,1738,2007,432,2006,2,2007,1,5,8499,73,Gilbert,1Fam,Gd,156932
984,1196,2008,576,1965,2,1965,0,5,11072,72,NAmes,Duplex,TA,145000
985,828,2009,662,2007,2,2007,1,5,6762,64,CollgCr,1Fam,Gd,200000
986,1694,2007,878,2005,2,2006,2,5,15431,105,NridgHt,1Fam,Ex,450000
987,571,2009,440,1999,2,1999,0,5,3230,34,Somerst,TwnhsE,TA,172500
988,1192,2008,624,1974,2,1997,1,7,10800,90,NWAmes,1Fam,TA,240000
989,1806,2007,610,2004,3,2005,1,5,11143,102,Somerst,1Fam,Gd,340000
990,962,2009,610,2007,2,2007,0,5,8925,73,Timber,1Fam,Gd,201000
991,2142,2007,440,1975,1,1975,0,6,10356,120,CollgCr,1Fam,TA,122000
992,1648,2007,663,1978,2,1985,1,6,12299,93,NWAmes,1Fam,Gd,213000
993,618,2009,550,1967,1,1967,0,5,9900,90,NAmes,1Fam,TA,175000
994,2108,2007,628,2007,2,2007,0,5,6762,64,CollgCr,1Fam,Gd,195400
995,772,2009,668,1967,1,1967,1,6,11625,75,Sawyer,1Fam,TA,113500
996,2672,2006,312,1939,1,1950,1,5,6435,65,BrkSide,1Fam,Fa,140200
997,2492,2006,294,1968,1,1968,0,6,8450,65,Sawyer,1Fam,TA,116000
998,2903,2006,682,2005,2,2006,1,5,11577,88,Timber,1Fam,Ex,359900
999,2783,2006,317,1977,1,1977,0,6,8340,50,CollgCr,1Fam,TA,157500
1000,786,2009,303,1955,1,1993,3,5,10708,0,ClearCr,1Fam,TA,190000
1001,740,2009,440,1924,1,1950,0,5,6911,60,BrkSide,1Fam,Fa,100000
1002,2546,2006,461,1964,1,1964,2,6,8800,80,NAmes,1Fam,TA,160000
1003,851,2009,577,2002,2,2001,0,5,10739,65,CollgCr,1Fam,Gd,203000
1004,1833,2007,750,1990,2,1990,1,5,9572,0,NoRidge,1Fam,Gd,302000
1005,76,2010,264,1980,2,1980,1,5,8012,50,SawyerW,TwnhsE,TA,143000
1006,2151,2007,683,1998,2,1999,1,5,16226,66,CollgCr,1Fam,Gd,267000
1007,1880,2007,530,1964,2,1964,0,5,10899,0,NAmes,Duplex,TA,103000
1008,2907,2006,405,1998,2,1998,0,5,4500,32,Mitchel,TwnhsE,TA,153500
1009,1831,2007,611,1975,2,1981,2,5,16647,0,Sawyer,1Fam,TA,171000
1010,2836,2006,288,1924,1,1950,0,5,8707,62,Edwards,1Fam,TA,107000
1011,1955,2007,288,1968,1,1968,0,6,8300,66,NAmes,1Fam,TA,128500
1012,1926,2007,308,1957,1,1957,0,5,9770,72,NAmes,1Fam,TA,116000
1013,2924,2006,484,1977,2,1977,1,5,17400,80,Mitchel,1Fam,TA,160000
1014,1003,2008,506,1992,2,1992,0,5,5070,39,StoneBr,TwnhsE,Gd,180000
1015,1667,2007,368,1970,1,2002,0,5,7920,66,NAmes,1Fam,Ex,133000
1016,2905,2006,784,1997,2,1997,0,5,7020,78,Mitchel,Duplex,TA,215000
1017,921,2009,213,1942,1,1950,2,7,7500,0,Crawfor,1Fam,Gd,177500
1018,1780,2007,484,2006,2,2006,1,5,10612,76,Somerst,1Fam,Gd,215000
1019,746,2009,250,1938,2,1950,1,6,6120,51,BrkSide,1Fam,TA,150000
1020,254,2010,594,1990,3,1990,2,5,12376,90,SawyerW,1Fam,Gd,320000
1021,606,2009,472,1964,1,1964,0,6,10004,100,NAmes,1Fam,TA,167000
1022,2703,2006,260,1935,1,1950,1,7,8250,55,Edwards,1Fam,TA,125000
1023,1306,2008,0,1949,2,1992,0,1,12205,103,OldTown,1Fam,TA,65000
1024,2102,2007,440,2007,2,2007,1,5,11175,103,CollgCr,1Fam,Gd,200141
1025,1784,2007,480,2007,3,2007,1,5,9965,85,Somerst,1Fam,Gd,235876
1026,941,2009,576,1900,2,1993,0,6,8660,50,IDOTRR,1Fam,Gd,123000
1027,2699,2006,288,1951,1,1951,1,5,12375,82,Sawyer,1Fam,TA,137500
1028,2127,2007,0,1994,1,1995,0,5,8070,60,CollgCr,1Fam,TA,123600
1029,2607,2006,440,1965,2,1965,1,5,8658,84,NAmes,1Fam,TA,160000
1030,1754,2007,463,2000,2,2000,1,5,8063,0,Gilbert,1Fam,TA,181000
1031,1367,2008,720,1955,1,1995,0,7,8235,49,OldTown,1Fam,TA,125000
1032,580,2009,441,1968,1,1968,0,6,11700,78,NWAmes,1Fam,TA,154000
1033,341,2010,616,1993,2,1994,1,5,12961,74,Mitchel,1Fam,Gd,231000
1034,26,2010,304,1968,1,1968,1,6,8450,65,NAmes,1Fam,TA,142000
1035,2667,2006,840,1892,2,1993,2,9,22950,90,OldTown,1Fam,Ex,475000
1036,2884,2006,495,2005,2,2006,1,5,5748,41,Crawfor,TwnhsE,Ex,375000
1037,28,2010,0,1971,1,1971,1,5,10500,70,NAmes,1Fam,TA,115000
1038,531,2009,400,2004,2,2005,0,5,7500,62,Somerst,1Fam,Gd,185000
1039,2189,2007,216,1920,1,1995,1,8,10042,62,Edwards,1Fam,TA,108500
1040,2508,2006,480,2005,2,2005,0,5,2544,24,Somerst,Twnhs,Gd,147400
1041,573,2009,506,1999,2,1999,0,5,3768,35,Somerst,TwnhsE,Gd,156000
1042,1363,2008,400,1915,2,1978,0,6,10320,0,IDOTRR,1Fam,TA,120000
1043,487,2009,400,2004,2,2004,0,5,9734,61,Gilbert,1Fam,Gd,167000
1044,1083,2008,437,2005,2,2006,1,5,3182,43,Blmngtn,TwnhsE,Gd,191000
1045,1620,2007,390,1997,2,1997,1,5,8872,56,Gilbert,1Fam,TA,161500
1046,1929,2007,310,1955,1,1975,1,6,12198,70,NAmes,1Fam,TA,130000
1047,1820,2007,624,1963,1,1963,0,6,8480,80,Sawyer,1Fam,TA,132500
1048,1398,2008,912,1970,1,1970,0,8,10200,0,Sawyer,1Fam,Gd,144000
1049,2177,2007,579,1979,2,1979,0,6,9555,0,Edwards,Duplex,TA,141000
1050,2144,2007,728,1972,1,2006,0,8,7200,60,CollgCr,1Fam,Gd,117000
1051,2697,2006,0,1935,1,1982,0,8,6780,60,IDOTRR,2fmCon,TA,84500
1052,1403,2008,529,1954,1,1994,2,6,53227,0,ClearCr,1Fam,Gd,256000
1053,596,2009,429,1965,1,1965,0,6,9100,70,NAmes,1Fam,TA,117500
1054,922,2009,256,1940,1,1950,2,7,9600,130,Crawfor,1Fam,TA,160000
1055,2065,2007,323,1956,1,1998,1,5,14175,81,Sawyer,1Fam,TA,187000
1056,1710,2007,818,2003,2,2003,1,5,14277,110,NridgHt,1Fam,Gd,350000
1057,1034,2008,480,1974,2,1974,0,5,9000,60,NAmes,Duplex,TA,133000
1058,1057,2008,650,2007,2,2007,1,5,13693,105,NridgHt,1Fam,Ex,417500
1059,470,2009,660,2007,2,2007,1,5,3635,51,Blmngtn,TwnhsE,Gd,175900
1060,819,2009,1138,2009,1,2009,1,5,10933,84,CollgCr,1Fam,Ex,323262
1061,2160,2007,531,2003,2,2003,0,5,8450,65,CollgCr,1Fam,Gd,185000
1062,2552,2006,240,1934,1,1950,1,8,8550,60,NAmes,1Fam,TA,129800
1063,41,2010,532,2005,2,2005,1,5,12182,95,NridgHt,1Fam,Gd,220000
1064,742,2009,240,1935,1,1995,0,7,6120,51,BrkSide,1Fam,Gd,133000
1065,686,2009,384,1949,2,1996,0,7,10800,60,NAmes,1Fam,TA,133500
1066,314,2010,776,1976,3,1976,0,5,12760,0,Mitchel,Duplex,TA,170000
1067,1630,2007,392,1993,2,1994,1,5,7655,0,Gilbert,1Fam,TA,168000
1068,191,2010,624,1922,1,1994,0,7,10560,60,OldTown,1Fam,TA,140750
1069,1626,2007,482,1999,3,2003,1,5,7500,60,Gilbert,1Fam,TA,204000
1070,59,2010,434,2001,2,2001,1,5,9505,0,Gilbert,1Fam,Gd,222500
1071,2632,2006,300,1962,1,1962,0,5,10205,69,NAmes,1Fam,TA,134500
1072,1835,2007,540,2004,2,2004,1,5,4379,45,Somerst,TwnhsE,Gd,214000
1073,2675,2006,410,1939,1,1950,1,7,7800,65,OldTown,2fmCon,TA,119900
1074,1503,2008,0,1955,2,1955,0,4,12108,92,Edwards,Duplex,Fa,118000
1075,1963,2007,254,1960,1,2002,0,7,7000,70,NAmes,1Fam,TA,135000
1076,1352,2008,370,1923,1,2000,1,7,13053,64,BrkSide,1Fam,Gd,207000
1077,1519,2008,576,1925,2,1950,1,5,8400,60,SWISU,1Fam,TA,136500
1078,1305,2008,281,1954,1,2000,0,7,6000,50,OldTown,1Fam,TA,107900
1079,2014,2007,528,1938,1,1950,1,5,6240,0,BrkSide,1Fam,TA,126000
1080,1,2010,528,1960,1,1960,2,5,31770,141,NAmes,1Fam,TA,215000
1081,1052,2008,846,2007,2,2008,1,5,12474,96,NridgHt,1Fam,Ex,426000
1082,622,2009,264,1950,1,2007,1,7,9600,80,NAmes,1Fam,Gd,147000
1083,913,2009,440,1916,1,2000,1,8,8574,64,Crawfor,1Fam,Gd,147500
1084,1058,2008,706,2007,2,2007,1,5,14418,104,NridgHt,1Fam,Ex,383000
1085,2348,2006,604,1988,2,1988,1,5,10400,80,NWAmes,1Fam,TA,241500
1086,1527,2008,400,1914,1,1995,0,6,15564,63,Crawfor,1Fam,TA,147500
1087,1011,2008,683,2005,3,2005,1,5,13543,101,StoneBr,1Fam,Ex,355000
1088,1332,2008,0,1924,1,1950,0,6,6130,50,BrkSide,1Fam,Gd,109500
1089,709,2009,308,1940,1,1950,0,4,5925,50,OldTown,1Fam,TA,45000
1090,209,2010,349,1940,2,1950,2,7,24090,0,ClearCr,1Fam,TA,244400
1091,619,2009,418,1953,1,1953,2,5,9600,80,NAmes,1Fam,TA,167000
1092,2150,2007,542,2002,2,2002,0,5,8158,65,CollgCr,1Fam,Gd,200000
1093,2704,2006,180,1936,1,1950,0,3,5220,50,SWISU,1Fam,TA,80000
1094,2839,2006,572,1955,1,1990,0,7,8172,60,Edwards,1Fam,TA,115000
1095,1242,2008,297,1956,1,1956,1,5,9000,72,NAmes,1Fam,TA,139000
1096,2714,2006,440,1978,1,1978,1,7,7844,74,Sawyer,1Fam,TA,149500
1097,799,2009,296,1940,1,1950,1,5,9084,60,Edwards,1Fam,TA,108000
1098,1260,2008,0,1900,2,2000,0,7,10800,60,OldTown,2fmCon,TA,106250
1099,2107,2007,826,2006,2,2006,0,5,8556,74,CollgCr,1Fam,Gd,194000
1100,2486,2006,624,1962,1,1962,0,4,9100,70,Sawyer,1Fam,TA,129500
1101,1911,2007,792,1968,2,1968,0,5,8668,63,NAmes,Duplex,TA,126000
1102,896,2009,195,1950,1,1950,0,5,11767,70,Edwards,1Fam,TA,120000
1103,272,2010,606,2004,2,2005,0,5,8400,70,CollgCr,1Fam,Gd,213000
1104,2521,2006,484,1980,1,1980,1,5,3874,40,Greens,TwnhsE,Gd,190000
1105,2324,2006,402,1993,2,1994,1,6,8076,0,Gilbert,1Fam,TA,183500
1106,1953,2007,276,1963,2,1999,2,5,10090,93,NAmes,1Fam,TA,172000
1107,887,2009,288,1938,1,1958,1,6,8877,67,Edwards,1Fam,TA,100000
1108,1479,2008,814,2007,2,2007,0,6,11058,85,CollgCr,1Fam,Gd,218836
1109,1317,2008,672,1905,2,2000,1,7,10800,60,OldTown,2fmCon,TA,163000
1110,1750,2007,534,2006,2,2006,1,5,10936,59,Gilbert,1Fam,Gd,206580
1111,2815,2006,390,2005,2,2006,1,5,8461,65,CollgCr,1Fam,Gd,163990
1112,2692,2006,390,1910,1,2004,0,8,7518,60,IDOTRR,1Fam,TA,116500
1113,1090,2008,400,2002,2,2003,1,5,8010,0,Gilbert,1Fam,Gd,188000
1114,1912,2007,432,1966,2,1966,1,6,10050,0,NAmes,1Fam,TA,175000
1115,1634,2007,480,1988,2,1988,0,5,4740,38,StoneBr,TwnhsE,TA,182000
1116,1974,2007,576,1926,1,1980,0,7,6978,60,OldTown,1Fam,TA,103000
1117,1764,2007,804,2001,2,2002,2,5,11400,0,NoRidge,1Fam,Ex,466500
1118,634,2009,297,1959,2,1998,0,8,9240,66,NAmes,1Fam,Gd,149500
1119,1683,2007,319,1978,2,1978,0,7,2304,24,NPkVill,Twnhs,TA,142500
1120,2199,2007,352,1926,1,1950,0,5,7223,54,Crawfor,1Fam,TA,136500
1121,2789,2006,484,1993,2,1994,0,5,3612,0,Landmrk,Twnhs,TA,137000
1122,1018,2008,528,1988,2,1988,1,6,12680,63,NWAmes,1Fam,Ex,226500
1123,14,2010,506,1990,1,1990,1,5,10176,85,Gilbert,1Fam,Gd,171500
1124,2782,2006,576,1976,1,1976,0,5,10780,55,CollgCr,1Fam,TA,132500
1125,2626,2006,400,1949,2,1950,0,4,8544,0,NAmes,Duplex,TA,87500
1126,1175,2008,546,2001,2,2001,1,5,10646,79,Somerst,1Fam,TA,223000
1127,1232,2008,462,1962,1,2005,1,9,8400,80,NAmes,1Fam,Gd,174000
1128,2590,2006,270,1951,1,1991,0,6,15428,85,NAmes,1Fam,TA,142000
1129,2463,2006,776,2006,2,2006,1,5,11216,81,Somerst,1Fam,Gd,232600
1130,2358,2006,484,1974,1,1999,1,6,10140,78,NWAmes,1Fam,Gd,181000
1131,2911,2006,576,1973,2,1973,1,4,3964,42,MeadowV,TwnhsE,TA,151400
1132,1699,2007,866,2006,2,2006,1,5,11428,98,NridgHt,1Fam,Gd,250000
1133,115,2010,496,1988,2,1988,1,5,10421,80,NWAmes,1Fam,TA,196500
1134,1998,2007,576,1879,2,1987,1,8,13500,75,OldTown,1Fam,TA,185000
1135,589,2009,336,1969,1,1969,0,5,9000,75,NWAmes,1Fam,TA,113000
1136,1641,2007,567,2007,2,2007,1,6,8089,60,StoneBr,1Fam,Gd,392000
1137,2821,2006,0,1975,2,1975,0,5,9400,35,Edwards,Duplex,TA,127500
1138,1846,2007,440,2000,2,2000,0,5,2117,24,Somerst,Twnhs,Gd,177000
1139,1805,2007,744,2004,2,2004,1,5,10625,85,Somerst,1Fam,Gd,265000
1140,1853,2007,1105,1998,2,1998,2,5,8413,106,Somerst,1Fam,Gd,312500
1141,1321,2008,880,1893,3,2000,1,9,13500,75,OldTown,1Fam,Gd,325000
1142,564,2009,864,1980,2,1980,2,8,15676,0,Veenker,1Fam,Gd,275000
1143,1771,2007,721,1995,2,1995,1,5,9950,82,NoRidge,1Fam,Gd,290000
1144,90,2010,461,1974,2,2002,2,6,15410,39,Sawyer,1Fam,TA,169000
1145,2684,2006,205,1921,1,1950,0,7,6000,50,BrkSide,1Fam,TA,89000
1146,13,2010,393,1998,2,1998,1,5,8402,63,Gilbert,1Fam,TA,180400
1147,445,2009,880,2003,2,2004,1,5,10655,85,NridgHt,1Fam,Gd,284000
1148,1914,2007,275,1958,1,1958,0,5,10150,70,NAmes,1Fam,TA,114500
1149,2811,2006,782,2005,2,2006,0,5,10084,84,CollgCr,1Fam,Gd,212900
1150,850,2009,605,2001,2,2002,0,5,16285,67,CollgCr,1Fam,Gd,187100
1151,1844,2007,440,1999,2,1999,1,5,3230,34,Somerst,TwnhsE,TA,176000
1152,2225,2007,552,1968,2,1968,2,6,21579,0,Crawfor,1Fam,TA,215000
1153,1477,2008,520,2004,2,2004,0,5,8320,64,CollgCr,1Fam,Gd,185900
1154,399,2009,660,1970,1,1970,0,6,6960,60,NAmes,1Fam,Gd,120500
1155,2431,2006,372,2005,2,2005,1,5,21930,60,Gilbert,1Fam,TA,192140
1156,1605,2008,264,1982,1,2008,1,9,6600,60,Mitchel,1Fam,Gd,130500
1157,897,2009,240,1945,2,1950,0,3,8405,50,Edwards,1Fam,TA,98000
1158,1426,2008,1348,2008,2,2008,2,5,11778,91,CollgCr,1Fam,Ex,475000
1159,2240,2007,338,1920,1,1950,0,2,8967,60,IDOTRR,1Fam,TA,67000
1160,1706,2007,789,2007,1,2007,1,5,10562,86,NridgHt,1Fam,Ex,325624
1161,2252,2007,576,2002,1,2002,1,5,12864,44,Mitchel,1Fam,Gd,245000
1162,1136,2008,576,2004,1,2004,0,5,13695,66,SawyerW,1Fam,Gd,159000
1163,1877,2007,515,1965,1,1965,0,7,10289,79,NAmes,1Fam,TA,156000
1164,424,2009,672,2008,2,2008,2,5,15431,105,NridgHt,1Fam,Ex,555000
1165,1182,2008,516,1984,2,1984,0,6,11120,0,Veenker,1Fam,TA,162500
1166,2750,2006,920,1993,2,1993,0,8,9069,73,SawyerW,Duplex,Gd,224500
1167,1016,2008,738,1950,2,1950,1,5,47280,0,Gilbert,1Fam,TA,133000
1168,2436,2006,393,2003,2,2003,1,5,7875,63,Gilbert,1Fam,Gd,180000
1169,1607,2008,264,1982,1,2005,0,6,6600,60,Mitchel,1Fam,Gd,134500
1170,2337,2006,641,2006,3,2006,1,5,13682,66,StoneBr,1Fam,Gd,438780
1171,1233,2008,296,1962,1,1962,1,5,9150,101,NAmes,1Fam,TA,165000
1172,419,2009,288,1967,1,1967,0,5,7150,65,NAmes,1Fam,TA,100000
1173,633,2009,441,1960,1,1960,2,6,12285,0,NAmes,1Fam,TA,176000
1174,2722,2006,454,1955,1,1974,1,4,17920,102,Sawyer,1Fam,TA,170000
1175,469,2009,660,2007,2,2007,1,5,3684,53,Blmngtn,TwnhsE,Gd,174000
1176,1365,2008,384,1925,2,1950,1,6,7006,62,IDOTRR,1Fam,TA,127000
1177,1098,2008,450,1999,2,1999,1,5,8390,77,Gilbert,1Fam,TA,185900
1178,711,2009,273,1938,1,1996,0,8,5784,50,OldTown,1Fam,TA,91300
1179,2808,2006,544,2003,2,2003,0,5,9135,70,CollgCr,1Fam,Gd,200000
1180,1959,2007,315,1949,2,1950,1,6,10496,78,NAmes,1Fam,TA,143000
1181,2720,2006,451,1958,2,1958,1,5,13650,0,Sawyer,1Fam,Gd,172500
1182,2170,2007,520,1963,1,1963,0,6,8308,67,Edwards,1Fam,TA,110000
1183,603,2009,768,1957,1,1957,1,5,9450,0,NAmes,1Fam,TA,140000
1184,2113,2007,440,2006,2,2006,1,5,9317,78,CollgCr,1Fam,Gd,176432
1185,1146,2008,496,1991,2,1991,0,5,7153,0,SawyerW,1Fam,Gd,179200
1186,2105,2007,508,2005,2,2007,0,5,8814,68,CollgCr,1Fam,Gd,203000
1187,1786,2007,954,2007,2,2007,0,6,9849,83,Somerst,1Fam,Gd,248328
1188,961,2009,885,2008,2,2008,0,5,14463,79,Timber,1Fam,Ex,316500
1189,1405,2008,249,1948,1,1950,1,5,5190,50,Edwards,1Fam,TA,125600
1190,1324,2008,308,1959,1,1959,0,6,9750,65,OldTown,1Fam,Fa,110000
1191,1986,2007,308,1920,1,1950,0,4,6000,50,OldTown,1Fam,Fa,108500
1192,307,2010,504,1952,1,1952,0,5,8712,66,IDOTRR,1Fam,Fa,55993
1193,180,2010,240,1948,1,2009,1,7,11851,69,OldTown,1Fam,Gd,129000
1194,2896,2006,551,1987,2,1987,1,6,13811,54,Timber,1Fam,Gd,176000
1195,668,2009,364,1963,1,1963,0,7,10143,83,NAmes,1Fam,TA,154000
1196,1582,2008,578,1986,2,1986,1,5,18265,93,Timber,1Fam,Gd,180000
1197,2285,2007,528,1976,1,1976,1,5,4224,44,MeadowV,TwnhsE,TA,134000
1198,2079,2007,576,1950,2,2001,1,7,12615,84,Edwards,1Fam,Gd,243000
1199,2272,2007,808,2002,2,2003,1,5,14536,85,Timber,1Fam,Gd,270000
1200,2250,2007,484,1983,1,1983,0,5,9187,71,Mitchel,1Fam,TA,134000
1201,502,2009,656,1993,2,1993,1,5,9900,90,NoRidge,1Fam,Gd,260000
1202,2166,2007,484,2006,2,2006,1,5,8333,64,CollgCr,1Fam,Gd,168675
1203,1622,2007,398,1994,2,1994,1,5,10147,0,Gilbert,1Fam,TA,160000
1204,1299,2008,0,1890,1,1996,0,9,5914,44,OldTown,1Fam,Gd,95000
1205,832,2009,440,2005,2,2006,1,5,11646,79,CollgCr,1Fam,Gd,173000
1206,2470,2006,572,2006,2,2006,1,5,7200,60,Somerst,1Fam,Gd,187750
1207,1017,2008,542,1986,2,1991,1,6,20544,46,NWAmes,1Fam,TA,215000
1208,1384,2008,270,1967,1,1967,0,5,9981,0,Sawyer,1Fam,TA,120000
1209,1790,2007,672,2005,2,2006,1,5,8251,70,Somerst,1Fam,Gd,249000
1210,2530,2006,477,1967,2,1967,0,6,10140,78,NWAmes,1Fam,TA,164500
1211,2893,2006,312,1986,2,1986,0,5,8239,0,GrnHill,TwnhsE,Gd,230000
1212,2027,2007,456,1929,1,1990,1,6,5700,0,OldTown,1Fam,Gd,140000
1213,683,2009,240,1952,1,1952,0,7,7200,60,NAmes,1Fam,TA,118900
1214,823,2009,904,2008,2,2008,1,5,9178,71,CollgCr,1Fam,Gd,239900
1215,2374,2006,440,1975,2,1975,1,5,4043,53,NPkVill,TwnhsE,TA,146300
1216,1594,2008,499,1975,1,1975,0,6,4224,0,MeadowV,TwnhsE,TA,124000
1217,2049,2007,308,1963,1,1963,0,5,11235,75,Sawyer,2fmCon,TA,130000
1218,1813,2007,539,2000,2,2001,0,5,8450,65,SawyerW,1Fam,TA,179000
1219,365,2009,500,1990,2,1990,0,5,11851,99,Gilbert,1Fam,TA,180500
1220,176,2010,220,1945,1,1950,0,6,4608,47,OldTown,1Fam,TA,80000
1221,510,2009,840,2008,2,2009,1,5,9262,78,Somerst,1Fam,Ex,287090
1222,1326,2008,308,1956,1,1956,0,5,12702,70,OldTown,1Fam,TA,97000
1223,2423,2006,398,2002,2,2002,1,5,2938,0,Blmngtn,TwnhsE,Gd,246990
1224,1631,2007,480,1964,1,1964,1,6,18160,160,Gilbert,1Fam,TA,154204
1225,1263,2008,495,1958,1,2001,1,7,11355,76,NAmes,1Fam,TA,186000
1226,1046,2008,264,1972,2,1972,0,5,1680,21,BrDale,Twnhs,TA,111750
1227,47,2010,958,2003,2,2004,2,5,14300,110,NridgHt,1Fam,Ex,500000
1228,1424,2008,484,2007,2,2007,1,5,10616,65,CollgCr,1Fam,Gd,177439
1229,429,2009,836,2008,2,2008,1,5,11308,96,NridgHt,1Fam,Ex,335000
1230,1031,2008,483,1976,2,1976,1,6,10480,80,NWAmes,1Fam,TA,205000
1231,1635,2007,484,1990,1,1990,1,5,5118,35,StoneBr,TwnhsE,Gd,212000
1232,309,2010,525,2004,2,2005,1,5,3811,44,Crawfor,TwnhsE,Gd,246000
1233,1020,2008,598,1983,2,1983,0,7,10825,0,NWAmes,1Fam,TA,181900
1234,178,2010,484,1929,1,2001,0,7,5500,50,OldTown,1Fam,TA,130000
1235,1975,2007,360,1910,2,2002,0,7,9600,60,OldTown,1Fam,TA,132000
1236,2096,2007,499,1994,2,2001,1,5,9317,75,SawyerW,1Fam,Gd,220000
1237,865,2009,522,2001,2,2001,1,5,11838,0,CollgCr,1Fam,Ex,236500
1238,385,2009,552,2009,2,2009,0,5,8004,75,Somerst,1Fam,TA,263435
1239,1362,2008,400,1938,2,1958,1,6,6876,60,IDOTRR,1Fam,TA,141000
1240,1091,2008,434,2003,2,2003,1,5,8396,0,Gilbert,1Fam,Gd,213000
1241,317,2010,520,2009,2,2010,0,5,9803,73,Timber,1Fam,Gd,179781
1242,1076,2008,550,2006,2,2007,1,5,6240,48,NridgHt,TwnhsE,Gd,234250
1243,1573,2008,665,1976,2,1976,1,6,15498,0,Timber,1Fam,Gd,287000
1244,485,2009,644,2002,2,2002,1,5,12891,0,Gilbert,1Fam,Gd,257500
1245,2021,2007,180,1926,1,1950,1,5,6180,60,BrkSide,1Fam,TA,102000
1246,2032,2007,280,1930,1,1950,1,7,7449,57,IDOTRR,1Fam,Gd,139400
1247,2604,2006,936,1915,1,1950,0,4,10410,60,OldTown,1Fam,TA,105000
1248,1615,2007,621,1970,2,1970,1,6,15865,95,NAmes,1Fam,Gd,268000
1249,2736,2006,432,1966,2,1966,1,7,19690,0,Edwards,1Fam,Gd,274970
1250,473,2009,397,2005,2,2006,1,5,3182,43,Blmngtn,TwnhsE,Gd,180000
1251,1316,2008,360,1928,2,2005,1,9,9600,60,OldTown,1Fam,Gd,161000
1252,244,2010,308,1946,1,2006,0,7,11100,60,Edwards,1Fam,Gd,84900
1253,152,2010,264,1958,1,1958,0,5,13587,70,NAmes,2fmCon,TA,119000
1254,1588,2008,892,2005,2,2006,1,5,11447,85,Timber,1Fam,Gd,370000
1255,2111,2007,524,2005,2,2006,0,5,7242,64,CollgCr,1Fam,Gd,175900
